Market On South,2/9/2017,Finally checked this place out the other day. Not as big as I was expecting. I think in my head I was comparing it to the east end market and that was not the case. It was still a cute place with a nice atmosphere. It's not really a market persae more a quick style restaurant and donuts with small things for sale like hot sauce and chips. I tried the donut with fruity pebbles and it was just as I had hoped and I got the last one :) for lunch I got the sandwich with the fried green tomato with a side of Brussels sprouts and my friend got a salad. The fried green tomatoes are delicious and plump! Probably the biggest and juiciest I have ever had. Some places really give you a small sliver but not here. The seasoning was a little heavy on the sandwich so I had to take off a piece off bread but other then that I really enjoyed it. You can miss this place easily so keep an eye out. Also I had to park at the place next door because the lot was full.,4,,,,Ariana F.,OH-0bozjrFdAUAayL8kYtA,
Market On South,3/1/2017,I'm not one for vegan food normally but this place changes everything! The TLT and cheesy homies and Brussels and to die for!! And the doughnuts!! OH THE DOUGHNUTS. every time I go I do takeout and sit and the bar and Spencer is always so friendly and knowledgeable and makes it a pleasure to just sit and wait for food.,5,,,,Adam S.,8Foo_mgE_B_jZoCE7P1Wzw,
Market On South,1/25/2016,"If eating vegan cuisine is wrong, than I don't want the be right! Who new that a plant based meal would taste so delicious?!?

My friends and I dined here for dinner and were greeted as soon as we walked in. Based on some of the pictures and reviews that I had read here on Yelp, I already knew what I wanted, the Pulled Carolina BBQ  Jackfruit sandwich with a side of brussel sprouts.

First the sandwich. Wow was it tasty! If you were to have blindfolded me and told me it was pulled pork before hand, u would have believed it. Everything about it was right. The jackfruit was sweet and complimented the tanginess of the sauce, saltiness from the pickles, spiciness of the arugula, and crunchiness of the fried onions. It was perfect.
The brussel sprouts were off the chain! I loved that they were crispy on the outside and tender in the middle. I was tempted to order another side, but was too full. I dream about them though lol.

Speaking of full, if you have any doubts about a vegan meal being filling, trust me when me when u tell you, you will leave satisfied.

On the way out, I ordered the chocolate chip cookie Yolo to bring to my mom. She called me the next day to tell me how good it was and asked me when u was going back to get her more.

Overall, I am so glad we stopped by. The staff was super friendly, the place was clean, and the food was awesome. I already have plans to be back later this week.",5,17,8,11,Susan W.,dHlm9AUH9a6WmnKYGdV4pA,"7434ade7-85f3-3a0b-945e-2077d6bfb981.jpg,64164eb4-3e48-311d-b4ab-0ad651ea518c.jpg,05857fa5-16d2-3ef6-a7ab-3c4c8bfaca0a.jpg,2b534ebb-cba4-3842-bf51-2a4ba3130aea.jpg,24408856-01df-394d-82f5-7d03da50418c.jpg,175d5beb-3614-3dab-87be-89329cce6e71.jpg,b989b997-8888-3520-b742-175ffb75d9e3.jpg,ab69730d-4123-3b9b-b2a8-0b1c62271dbd.jpg,44a96626-5baf-3752-9384-e9efdc8e5809.jpg,f9c05e02-1387-3c9d-8b3f-a2487f5d3a7d.jpg,5429294d-6a6b-3f79-b2af-94e15d2ad591.jpg,930ae250-33c9-3f71-8492-d86b8686aa60.jpg"
Market On South,11/24/2016,"Meat eater or not this place will knock your socks off! The flavors are bold and fresh. Every time I come here I try something new and I'm never disappointed. I can't really tell you what to get because it's all unique and delicious.
** side note there usually is a line so prepare to wait a little longer BUT patience is a virtue and it's worth it.
^^ Thank you for providing food on Thanksgiving it really was delightful!!!",5,2,,,Haley C.,FziSNYMCqmyDZflHIodgjA,
Market On South,8/14/2016,"From yummy jackfruit tacos to nanaimo bars in the pastry cabinet, this place is a go-to for when I'm craving that Hale Kale salad topped with a fried green tomato.

Killer beer selection. Donuts that the city lines up for. They're heavy, but in a good way. In a I'd rather eat one of these than eat a bowl of oatmeal kind of way. Gluten free squares of yum.

Inspired vegan cuisine. I didn't think that was a thing...until now. Just go.",4,1,1,2,Jennifer D.,WP7LGVaYTUgkhQe7nq4efQ,
Market On South,6/30/2016,"This place is too cute, upon driving in and parking you are greeted by a ton of pretty sunflowers and string lights. They even have some bikes you can rent! I love the outdoor seating area they have, it's very cute and a great place to enjoy a tasty treat from inside.

Once inside there are multiple vendors which center on delicious vegan and vegetarian food! I've only ever been here and had the donuts from Valhalla bakery, but every time I've been has been pleasant. The workers are always sweet and don't rush me when I'm looking at the menu. The seating area isn't huge but I've only ever been on weekdays and its always been pretty much empty.  However the tables are a good size and the chairs are comfy.  

Overall, this place is pretty cute and I like that it's focused on vegan and vegetarian food! Don't think that because you're not vegan you won't enjoy their food. I dare you to give it a try!",5,17,7,15,Jess H.,S5ypM4c_fNVlWKTjaLRJdw,"e3124232-4ea7-3501-a9cd-f71333f3432e.jpg,eb2187a2-4884-30c8-bdff-1bc1243bb4aa.jpg,8a2728d7-fa8b-3429-a3c4-28208bc75c83.jpg,cc13cb2c-8eef-30e4-a316-311a5746b7e9.jpg"
Market On South,7/5/2016,"Is it possible to give more than 5 stars? Can I give a hundred?? This is my favorite place in town, without a doubt. If you are a Vegetarian or a Vegan, this is your dream place. If you eat meat, you will LOVE this place. I have yet to meet an eater of meat who has been disspointed here.
The Georgia Peach Sloppy Joe, the Jackfruit BBQ- no matter what you choose you cannot go wrong.
The mac and cheese is AMAZING, as are the Brussels Sprouts.
The Yolo cakes, the doughnnuts....
FIVE HUNDRED STARS.",5,4,1,1,Anna-Marie W.,1ZgdSVmSLqGGGBpRfSKx6Q,
Market On South,"1/23/2016
Updated review","Visited Market on South for the second time today. Of course, I left very delighted.

Try some of the Sweet Utopian almond hazelnut milk. They come in different flavors (strawberry is my favorite to date) and they are sooo good. (Also they are vegan, soy free, and gluten free).

From Valhalla, I bought two of the YOLOs. One was strawberry cream and one was vanilla maple I believe. They are giant cookies sandwiched together with cream - which totally lives up to their name YOLO.

I love this place and plan on returning 9 million more times.",5,1,1,1,Nicole D.,UE1lKXD4whGAwQUTN9jw4A,79d2471f-f845-3c00-bedd-8f4d7a0a9221.jpg
Market On South,7/4/2016,"I got here after the dinner menu closed, so they were only serving limited options. Of those options, they didn't have many GF choices. There are so many people with gluten sensitivity - many of whom are vegan that this place should have better options. They have kombucha on tap with some bottles options. I orders the tater salad it was good I had hopes of more.

Menu aside, the service was ok. I asked if there were GF options and I got a response like - I think the dogs have gluten and all the baked goods have gluten because they taste better that way. Now imagine if the word gluten was replaced with eggs or butter or milk - yeah exactly point. He was a jerk.

My top con for this place is the menu options
Pros - it looks cool: there's local food, art and body care products for sale.",3,2,2,1,Melia P.,YyoImCTN8jbwJPoMg6VIMg,
Market On South,12/31/2015,"I never thought there could be such a thing as amazing vegan barbecue, but thanks to Market On South, there is!

My family and I have been here several times now and the food has always been great!  We've tried the Georgia Peach sloppy joe, Carolina BBQ pulled jackfruit, mac n cheese, crispy Brussels sprouts, potato salad, and a variety of baked goods.  We liked all of it, but our absolute favorites were the Georgia Peach sloppy joe and crispy Brussels sprouts.  Veggie hotdogs are available upon request for children, which my child was totally stoked about, so bring your little ones along as well!

Now it's been a LONG time since I've had real pork barbecue, but the Georgia Peach sloppy joe tastes so similar to what I remember real BBQ tasting like!  The first time I tried it, I had to question for a moment if somehow I read it wrong and I was eating meat-ha!  Luckily, it really is vegan and absolutely AMAZING.  Pair this sandwich with the crispy Brussels sprouts and your tastebuds will be in absolute heaven.  

I finally got to try the donuts today and they were heavenly!  Definitely the best vegan donuts in the state of Florida (and I've tried quite a few).

The space is pretty cool.  You walk in, order at the counter and they bring your food out to you.  There's both indoor and outdoor seating and a retail area with some cute little items as well.  You bus your own table towards the back of the restaurant on the left hand side.  Our first time here we were clueless and put our dirty dishes in the wrong spot (sorry about that!).

All in all, Market On South is pretty fabulous.  The food is fantastic and the employees are friendly.  If you're hungry for delicious southern style vegan eats, this is the place to go!",5,4,1,2,Darcy F.,5jZCm98_09LCqJL7WULqgg,"346675b9-5cca-387b-b002-70de93583c95.jpg,2534f47b-b802-3a9b-8615-887831bc26b2.jpg,56a7aac6-ce77-33a2-9e7a-b9b3b1c19507.jpg,ab53635d-6651-3491-9375-9a0ce94f650a.jpg,43147e65-1bd0-37dc-be29-4cc0e7b5d7d1.jpg,1c5ef8af-8e55-3bad-a64e-dcffc1b72545.jpg"
Market On South,6/8/2016,"I came to Market on South yesterday really excited. I love it when I can eat food that I can feel good about eating--I'm by no means a vegetarian, but when I go out and can get some tasty veg food, I'm all about it.

I ordered the orangebird, which is their classic sloppy joe with a Florida orange BBQ twist. While I the bun was fresh and fluffy and perfect and the homemade slaw was fresh, I couldn't bring myself to like the filling. The sauce smelled so good, but when I ate it the tanginess of the sauce mixed with the faux meat in a funky way that left a really pungent taste in my mouth for the rest of the night. I ate a lot of it, trying to acclimate myself to the tastes in hopes that it would get better....and it didn't. I was really disappointed.

I got a side of the mac and cheese that people raved about, and I wasn't feeling that, either. I love garlic--when recipes call for garlic, I'll triple or quadruple the amount, my love for it is so strong. But this ""mac and garlic"" was too much for me, and I ended up only eating a few bites of it before I gave up.

Okay, so maybe the savory didn't do it for me. The beautiful thing about Market on South is all that they have to offer! I got a butterfinger pie and a naniamo bar. For $7 a pop and bearing the name of one of my favorite candy bars, I had high expectations of the butterfinger pie. But when I bit into it, it was flavorless. The texture made me think of eating flavorless, sugar free whipped cream. At this point, I was really, completely disappointed.

My faith, completely depleted at this point, was rekindled by the naniamo bar. Oh wow, THAT is what I had been waiting for! Chocolate ganache layered over a creamy filling, with a coconut crust?? The perfect combination that somehow stayed on the right side of not-too-sweet.

I really wanted to love Market On South--the decor was so cool and laid back, the mission so feel-good, and the people so kind. With how many misses I had in the food department though, I can't hop on the bandwagon so many others have found themselves on.",2,5,2,4,Biz S.,H7SkPGqm4ZAoR5ZrjP3bVA,
Market On South,12/24/2015,"Who knew vegan food could be so right? The outside had a lovely garden in the front and southern urban feel as soon as you walk in. The food is very eclectic but tasted amazing! My BBQ jackfruit was superb and the cheese homies was the bow on top.

I also had a donut (apparently only made Wednesday and Friday's? Not sure)! Super fluffy, full of flavor and definitely fulfilling. Make sure you get one.
Will be back!",5,2,1,1,Uyen D.,#NAME?,"ac8099d6-9280-357d-89d5-88e3e8b88951.jpg,65c0f114-bf69-3849-91ed-8da068d7286d.jpg,d2cd04d8-e347-3f20-9c4f-5e83108691ce.jpg,c19aa06b-20af-39a5-92ee-b34440f41d57.jpg,9c5c55d6-5cb8-368a-8734-f1b7e4f27650.jpg"
Market On South,11/16/2016,"Wow! I had to make and obligatory stop here on the way back home and am so glad that I did! As a self proclaimed vegan doughnut forager, I had to get my hands on these after years of eyeing Valhalla's signature creations. The doughnuts are huge! Ample enough to share and so flavorful. Not to sweet and just the right amount of chew. I wish they were closer to home. I can't wait to visit again when I'm in town!",5,1,,,Noreen D.,fAn8KldikDb0fcpcTb_ixQ,f1d3c8af-6b3e-31e0-80f4-1a8bd5bff4be.jpg
Market On South,1/14/2017,"The food was amazing, very healty, nice combination and flavors.  The place was rad !!",5,1,,1,Carlos R.,c8Y4d1CQomgrS31SbybizA,f153e6d5-c4ad-346e-a8e7-80a4b9d2eca7.jpg
Market On South,6/9/2016,"This has become one of my favorite places! I was fasting and looking for vegan choices around town and I found this gem. Vegan or not, I assure you that you will fall in love! Hands down the best donuts I've ever had. They also have amazing salads, sandwiches, and other goodies. Soaps, candles and more are also for sale. They are so friendly and fun! I come often for their pastries. I have brought donuts to friends and coworkers and everyone was blown away.",5,3,,2,Irina N.,3ZtEc9utyyRM7T1PTpzx4g,"91a0979e-0e1c-3eca-8043-117dfe82b3f3.jpg,cece505b-a920-39a2-a1c9-deeed1d33c76.jpg,684c2c07-713d-3265-a125-45561be45a20.jpg,b0aa2d23-7f81-376e-9320-eb85feaca46a.jpg"
Market On South,6/8/2016,"So I'll start by saying that I'm most decidedly not a vegan. But my issues with Market on South are about the space itself, not the food. (Well, I guess I do have issues with the donuts too, but you can read about that in my review of Valhalla.)

By calling themselves a market, I expected a larger space with more clearly defined dining/retail areas. Not just everything shoved into a tiny space. I guess I can't fault them for the unexpected popularity of the donuts, even though I don't understand it. But once you've got all these people taking up room inside the building, it might be time to rethink the layout. I was able to browse some of the products while waiting in line, but I would never go to Market on South just to shop, even though there seems to be some neat stuff available. It's just too hard to squeeze around people and tables to get to the actual stuff being sold. And if I wanted to buy something, it's not clear how I would do so.

Also they need more than one trash can in the building. No one was really bussing/cleaning tables so we had to wipe down our own table. Not a big deal, except that it took forever for us to finally spot the one trash can (hidden behind the donut line) to throw away the dirty napkins.

I get that running a small business is hard and kudos to everyone involved with Market on South for trying. There's definitely a lot of potential in what they're doing. At the moment though, it's not really for me.",3,2,,,Lisa N.,cMUo-e1If4hP_GivbjQntQ,
Market On South,5/2/2016,"Why 5 stars? Because how could a vegetarian experience be any better?

  ---   ---   ---

This is coming from an extreme carnivore: this meal was amazing.

The Carolina BBQ Pulled Jack Fruit was as close to meat-tasting as humanly possible, without actually being meat.

The Brussels Sprouts were some of the best I've ever had, and I order brussels sprouts anytime I see them on a menu.

While I was able to actually resist the donuts, they looked breath-taking, and my table mates vouched that their bark was as big as their bite.

The service could not have been friendlier. The decor was delightful.

So to answer my original question - it could not possibly be better.",5,11,3,12,Brett N.,pou3BbKsIozfH50rxmnMew,
Market On South,1/15/2017,"Yum. Came here and had the tiki tacos, can do either the jackfruit or tempeh. Got one of each plus Cajun boiled peanuts! Both tacos were good. Jackfruit wins for me as being slightly better but the tempeh was still delicious. Food was warm, and served relatively quickly. Can't wait to go back.",5,1,,,Jennifer H.,re5t5NFsdmPMEbXmFQk3Zg,
Market On South,2/4/2017,Cool spot.   Super hip spot.  Mostly vegan food.   Very friendly and cool staff.,5,,,,Gary K.,ywvk3lqINBHMllR0DjwfNA,
Market On South,11/11/2015,"Orlando friends, the heavens have graced us with a delicious plant-based restaurant and everyone owes themselves the joy of tasting it. I am a vegetarian but I know this place is fit for carnivores as well! The presentation and taste is so good you would never know the difference.

I went with a friend of mine and we ordered two sandwiches and split them. The first item I tried was the Georgia Peach Sloppy Joe with a side of collard greens. The flavors of the sloppy joe was perfect and mixed well. The collard greens were cooked to perfection! The next item was (my personal favorite) the Carolina BBQ Jackfruit Sandwich with a side of Brussels sprouts. The sprouts were delicious but let's talk more about the sandwich. By far the most clever thing I've ever tasted! Who would have known jackfruit could have done me so right. Kudos to the creators or Market for dreaming up a plant-based version of a pulled pork sandwich.

Another cool feature to note is all of the local take home goods for sale like gluten-free sauces, honey, and pasta among other things.

I haven't had a chance to try the bakery treats, but trust me that is next on the list!",5,4,2,2,Georginia H.,3Judre_y0be7MIvT5ZIIxg,5b6698a3-2f01-35fe-ac5f-a78767e699e4.jpg
Market On South,10/21/2015,"You guys, ""Orlando's first vegan commissary kitchen"" is here and I dig it!

This is a 100% plant-based spot and, please note that this review is coming from a carnivore and yes, you are reading correct: 5 stars.

Three vendors came together to create The Market on South- Dixie Dharma, Valhalla Bakery, and Humble Bumble Kombucha. I love when fabulous vendors collaborate and make something event more fabulous... #doublefabulous

So there is a walk up order counter for food and some items you can buy to take home or goodies to help you in the kitchen at home. There are sammies and soup and dessert. What more could you ask for? Delicious beverages? Oh, they have that too!

I went for the Ginseng American Classic Root Beer after I was intrigued from seeing a pic on Yelp and it blew my mind. I could have easily drank 17 of these with the smooth taste and touch of earthy sweetness.

The side of the day was brussels sprouts and they were cooked to perfection; crispy, tender and tasty just like I like them.

I chose the Georgie peach sloppy joe and I could have sworn it was legit BBQ/Meat. It was lived up to it's name and was very messy but the flavor stood out with a mix of savory and  balanced with sweet peaches. Yum.

Strawberry YOLO Cookie is a must! It's messy but worth it. It's a sugar cookie sammie with delicious strawberry cream. Light, fluffy and delectable.

Some seating inside and out so you can dine on this deliciousness on any gorgeous Orlando day. They are also starting cocktail after 9 o'clock along with bar snacks. Can't wait to check that out!",5,16,7,17,Colleen B.,OgYi5x02MBukfxPNFe1ePg,"99930c58-a61a-3740-81c4-9b8b5a3be80c.jpg,1dc6541c-4942-3d21-9ef1-6aff4a694a72.jpg,d1dc4c03-b1be-31c6-b38e-21d359083850.jpg,a2bba106-358e-39ae-8d09-44efe76de0ee.jpg,09582a70-a668-30c0-b299-ca4540d71b23.jpg,0a2e32dd-0691-3265-ae1b-10cbe31a23ba.jpg,4ad46e67-ad86-3356-bfac-69646adc8098.jpg,96529c5b-87ba-3b30-abac-581f06130143.jpg,87a4b814-8f66-3668-9d37-7509b630a55f.jpg,18f35753-7f9f-3a83-a165-f27903f6e2e8.jpg,b7733996-3d4d-3e03-a925-db90ce6806b8.jpg,9534408f-ea55-3402-b8aa-24c324825784.jpg,3ed04c95-bdd3-38c9-ace2-04a482e5f8e1.jpg,6bda8702-599a-3ef8-9129-59c854775e85.jpg,548f8169-a9f8-330e-8d26-1cc6653e268e.jpg,f94a87f3-8cfb-34b7-8cee-7c640d5989bf.jpg"
Market On South,7/24/2016,"Came to Orlando for a day and heard all good things about this spot. Decided to check it out for lunch with the fianc??. I had the Carolina pulled jackfruit sandwhich with Brussels sprouts and he had the TLT sandwich with Mac n cheese. Never had jackfruit before and loved that this was my first experience trying it. Wasn't too impressed with the TLT sandwich but was still good. For dessert we shared a salted Carmel cupcake. Yum!  The place is super cute with rustic farm to table vibe. Plenty of hipsters in attendance. Next time you're in the O, check it out .",5,,,,Candace A.,w1F944UMHw1KfwKflIe2mQ,"52a89e62-c1ae-3e5e-bd7f-b416d8d48f06.jpg,a92dcffe-94ff-31f1-9a68-bcea030995ca.jpg,460d5bc6-0ce0-3855-8dbd-90b0c2205b25.jpg"
Market On South,4/15/2016,"One of the best bakery restaurants in Orlando!

Oh. My. God. I'm writing this review a few minutes after finishing my food. While I'm full, I wish I could eat my food all over again. Market on South is THAT good. I had heard about Market on South from Yelp, both online and at a Yelp event. Since I lived a mile or so from the restaurant, I figured I should give it a try before moving up to Winter Park. I'm so glad that I did.

Market on South is located on South (one-way street) heading towards Mills. It is in a very nice outdoorsy type of area, which includes parking in a dirt lot, a rental bicycle stand, and a nice outside seating area. Once I went inside, I saw a wide range of small ""hipster"" stands, ranging from a spice area to other random merchandise. I then walked up to the counter and encountered the delicious-looking (and soon I found find out tasting) bakery counter. The bakery counter, food counter, and beer area are all connected together, so I took some time to look at all three. Another girl came in right after me and decided to do the same thing. The cashier didn't seem surprised by this (because I'm guessing many people do this), so she asked if this was my first time. When I told her it was, she explained the concept behind Market on South and gave me some suggestions and answered questions.

Before I get to the food that I ate based off her suggestions, I want to comment on the friendliness of the staff. They noticed that I was taking several pictures and asked if i was a Yelper. When I told them I was, all the staff started talking about Yelp. Everybody there likes it and understands the Elite Yelper concept, and they all also read the reviews and try to use them to make things better (one girl pointed herself out as ""tattooed hipster"" from Rita S.'s review below. I couldn't tell if she thought it was funny or not, but when I told her that meant she was memorable, she seemed pretty happy). One of the managers, Samantha, came up and chatted with everyone about Yelp and how she wished she could be Elite, but couldn't because managers can't be as involved on Yelp to prevent conflicts of interest (something I very much appreciate). It was very refreshing to see that restaurants not only care about reviews, but are interested in engaging with Yelpers and using those reviews to improve the experience for everyone.

Well, I can tell you that one area that doesn't need to improve at all is the food! I ordered the Orangebird with mac & cheese, as well as a chocolate pb&j. Once again, oh. my. god. The chocolate pb&j tasted like a large Reese's as a baked good with some type of fruit thing in the center. It might be the best restaurant-made dessert ever made. The Orangebird, which comes with some barbecued chicken and coleslaw, is very tasty and filling. As for the Mac & Cheese? Well, all I have to tell you is that I usually put salt on all mac & cheese, but Market on South's version was so good that I didn't need any salt at all!

Overall, Market on South is a fantastic bakery restaurant that provides amazing food and a unique and friendly experience. Anyone who ever steps foot in Orlando needs to try this place (at least) once.",5,20,8,16,Brent B.,yBpajT9TpzIpLtINu3Xl0w,"373dd1af-ad1a-3c9b-b100-919c14b8e4ab.jpg,64bca05a-cd57-3e7c-95c5-316eeb4c3285.jpg,3eb2cd49-7a9e-3aa9-ac76-9b1d97f7f349.jpg,f7ddb5b4-197c-3ca8-a4b5-fe01a6b4713e.jpg,726b3c09-3f0a-3755-8582-6f6183e1aad7.jpg,3ca13ac7-022f-3cf4-bb71-8a2594cd5c42.jpg,d841c1c9-1085-3344-8653-3e25aa6ae489.jpg,930dbed3-7933-3b5b-b99a-6655d7202127.jpg,cfb27b05-b93a-3bb3-8777-b03d7a7c64d9.jpg,2cc92603-a32e-35e5-bd90-8acedf4b7d6b.jpg,abca2719-40b3-3d8a-b02e-cec578111110.jpg,3f52116c-8767-3fdb-8a24-99a05da20980.jpg,41ee166a-a126-30eb-87c6-2fe9a4e5acd1.jpg,ae694686-3b3d-3704-8e2e-a1732d6ea0bc.jpg,b22be186-c762-3cd0-b470-b03b0ec8f3e5.jpg"
Market On South,10/26/2016,"My sisters and I took my mother for her birthday and she loved it!  Very small place but the food is delicious,  worth the wait.  We had mimosas while we waited.  Mom had the Carolina pulled BBQ jackfruit,  my sister and I had the hail kale salad with tempeh and fried green tomatoes,  and my other sister (who must have meat,  not vegan or adventurous) had a side of mac and cheese.  My salad was ok,  a little light on the dressing but my sisters mac and cheese was delicious.  My mom's sandwich as well was beautiful and tasted great.  Very pricey but worth a stop by if you're looking to try new vegan meals.  Only took a star off for price as we were looking to grab lunch and then do Sunday funday.  Our 4 meals plus mimosas came close to $80.",4,1,,1,Lesley M.,HsdoXobs1VU4TCMoJfNp7Q,a8450b3e-79d1-33c0-a88d-c0564846bddf.jpg
Market On South,10/14/2015,"5 stars for a new eatery/market that combines some great vegan businesses and that looks like it'll keep growing!

Oh what a fabulous new lunch spot! I ordered the jack fruit BBQ sandwich with a side of Brussels sprouts. The sprouts were coated in honey and some other magical goodness for what ended up being greens you could serve to any child and get a smile! Seriously, I'm loving the current obsession with Brussels sprouts and this spot does it right!

The jack fruit BBQ sandwich was a thing of beauty. If I can eat like this sans meat, then this vegetarian thing may be worth another look! The sandwich was smoky and sweet, with a touch of sour from what appeared to be candied lemon rind sprinkled within. I am still daydreaming about that dish!

And one can't pass up the dessert case, filled with fabulous looking tarts and treats from Valhalla Bakery. If you have a chance to try the strawberry vanilla YOLO cookies sandwich, be a doll and order me one too! Was it messy? Yes. Did I care? Nope!

It looks like Market in South has room for a local pantry of Orlando made products. They already had a display with sauces and pasta, and I saw a fridge with cold pressed juice and some produce.

It's smaller than East End Market, but their focus on vegetarian/vegan is smart, and the quality of the food partners makes this a new entry in my list of local faves!",5,21,13,18,Andi P.,hdzTAN8DGJKRddkZ8279JQ,"33600ab3-c793-3c6f-b36d-79f21277bb97.jpg,2f59df6c-76c9-36bf-916e-f0488d8b797a.jpg,826f1c9c-7a88-3efd-bc46-112afb68fc28.jpg"
Market On South,4/26/2016,"I love coming here for lunch whenever possible. Market on South takes Vegan cooking to an elite level of food. As a Pescatarian, it is difficult to find places that can make cuisine that not only I enjoy, but my meathead friends enjoy too. The staff are very friendly and it only took two visits to be on a first name basis with the staff, I love building connections like this with places that I love. Regular guests should be remembered and the MoS staff do an excellent job of upholding this idea. The pulled Jackfruit sandwich is amazing enough to replace any Pork lovers Pulled Pork sandwich. Everything here is Vegan, and they also have Gluten-free options available on occasion (call ahead and they'll assist you). I love places that cater to the needs of guests that don't/can't have the typical ""diet"" that ""the average person"" has.",5,3,1,3,Christine S.,L8LFwHCqg2LyQmPEHVIiMA,"c20cf65b-9e7b-3262-951e-5099763c313c.jpg,ca13541e-bf1d-3247-85cb-95d9bb2cfce3.jpg,8e421503-cbe5-3adb-a6a0-3d00b4bc95a0.jpg,a8057529-18f1-3165-a75e-ea410e87e83c.jpg,782849f6-6bc1-34cf-99f7-1b0199de87bd.jpg,3e4fcb58-0e5a-3f3c-ac11-f02459cdb7fb.jpg"
Market On South,4/5/2016,"I have been waiting, almost dying for this moment, and it's finally has come. I've made it to Market on South.

I've been hearing about this heaven for what seems like 78 years now and all of my friends keep insisting that I had to go here because it was amazing. It wasn't that I didn't believe them, it was the fact that I never go the chance to. Well that has changed and I'm SO happy to that.

Market on South seriously is amazing. They offer all vegan food and pastries that are too incredible for words. Now, listen to me when I say this, I've eaten vegan food for a very long time now but I have to say that Market's is INCREDIBLE.

Let's talk food now, cause boy, oh boy. So, we order 6 dougnuts, 1 cinnamon bun, one TLT sandwhich and one BBQ Pulled Jackfruit sandwhich. These doughnuts were everything I wanted and more. These doughnuts were moist, sweet, soft, melt in your mouth, gooey, greatness and I couldn't be happier. They are exactly what I want from doughnuts.

The food was, again, outstanding! My TLT came with a side of mac and cheeze and after I was done with it I wanted an entire bowl of it to take home. (Can you even do that, though? Cause if you can I'm so doing it!) The TLT was juicy, fresh, flavorful and simply finger licking awesomeness!

The BBQ Pulled Jackfruit sandwhich came with a side of brussle sprouts (which I don't like at all). This sandwhich can fool even the meatiest of meat eaters because it's that damn good. The flavor is there, the consistency and texture were definitely there as well.

Overall, I just can't say anything but good things about Market! I will be coming back over and over and over again.",5,25,7,19,Jose A. R.,8jtS48g1LZ0zHzAOj_40eA,"1f2db7ce-8b08-396b-b192-44ab6425bab7.jpg,cc80d75f-f9d0-3290-82bb-f135866a9231.jpg,fc027a24-4947-391a-82c1-a98261cc9cc6.jpg,3f8060fa-c961-32ba-8d44-caa71c271594.jpg"
Market On South,"10/27/2016
Updated review","I've been here a couple of times and I'm always so impressed by the food. It's a little too heavy compared to what I usually enjoy, but it's all really excellent. I love how it feels like a BBQ restaurant sans the actual BBQ. So far I've had the fried green tomato sandwich and the Carolina BBQ jackfruit sandwich with either mac and cheese or brussels sprouts. I enjoyed the green tomato sandwich with the brussels sprouts the most. The mac and cheese isn't bad, but has a slight aftertaste that I'm not fond of and the jackfruit is super good as well. I just loved the green tomato sandwich more. There's local kumbucha too, which isn't sweet but that's why I prefer it.
I also love their vegan donuts! Whoa, they're so good and you're lucky if you can snatch some on a weekend before they sell out.",5,1,,,Victoria B.,q7NHAghJX3WxaXmjPeXVvA,
Market On South,1/2/2017,"Oh my goodness, easily some of the best vegan food I've ever had in my life! This location is a shared space that houses a restaurant and a bakery. My friend and I came for a casual lunch on Sunday and everything was absolutely fantastic. I tried the Orangebird sandwich and wow just wow! It's an orange BBQ seitan (if I'm not mistaken) sandwich topped with slaw and a garlic spread. The only thing that would have improved it would be some spice or cayenne in the BBQ sauce but not everyone can do spicy so it's completely understandable. For my side I chose boiled peanuts and unfortunately they were too salty for my liking. My friend got a jackfruit sandwich and collards and was very happy with her meal. I also took 2 doughnuts home to share with friends and the Oreo mocha was a fan favorite! The churro doughnut received mixed reviews. I thought it was tasty but very bread heavy and friends who tasted it mentioned they found it a bit dry. Overall my experience was extremely positive and I look forward to returning! Kudos to them for being completely plant based!!!",4,1,,1,R S.,mFYSenjtnkCzcrr82BID1Q,133146f4-679d-37b2-8d9a-d1057880c0ce.jpg
